a	/a/
prevenientes	/pɾeβenjentes/
prevenimos	/pɾeβenimos/
prevenir	/pɾeβeniɾ/
prevenirla	/pɾeβeniɾla/
prevenirlas	/pɾeβeniɾlas/
prevenirle	/pɾeβeniɾle/
prevenirles	/pɾeβeniɾles/
prevenirlo	/pɾeβeniɾlo/
prevenirlos	/pɾeβeniɾlos/
prevenirme	/pɾeβeniɾme/
prevenirnos	/pɾeβeniɾnos/
preveniros	/pɾeβeniɾos/
prevenirse	/pɾeβeniɾse/
prevenirte	/pɾeβeniɾte/
prevenís	/pɾeβeˈnis/
preventiva	/pɾeβentiβa/
preventivamente	/pɾeβentiβamente/
preventivas	/pɾeβentiβas/
preventivo	/pɾeβentiβo/
preventivos	/pɾeβentiβos/
preventorio	/pɾeβentoɾjo/
preventorios	/pɾeβentoɾjos/
prever	/pɾeβeɾ/
preverá	/pɾeβeˈɾa/
preverán	/pɾeβeˈɾan/
preverás	/pɾeβeˈɾas/
preveré	/pɾeβeˈɾe/
preveréis	/pɾeβeˈɾeis/
preveremos	/pɾeβeɾemos/
prevería	/pɾeβeˈɾia/
preveríais	/pɾeβeˈɾiais/
preveríamos	/pɾeβeˈɾiamos/
preverían	/pɾeβeˈɾian/
preverías	/pɾeβeˈɾias/
preverla	/pɾeβeɾla/
preverlas	/pɾeβeɾlas/
preverle	/pɾeβeɾle/
preverles	/pɾeβeɾles/
preverlo	/pɾeβeɾlo/
preverlos	/pɾeβeɾlos/
preves	/pɾeβes/
preví	/pɾeˈβi/
prevía	/pɾeˈβia/
previa	/pɾeβja/
prevíais	/pɾeˈβiais/
previamente	/pɾeβjamente/
prevíamos	/pɾeˈβiamos/
prevían	/pɾeˈβian/
prevías	/pɾeˈβias/
previas	/pɾeβjas/
previda	/pɾeβiða/
previdas	/pɾeβiðas/
prevido	/pɾeβiðo/
previdos	/pɾeβiðos/
previendo	/pɾeβjendo/
previéndola	/pɾeˈβjendola/
previéndolas	/pɾeˈβjendolas/
previéndole	/pɾeˈβjendole/
previéndoles	/pɾeˈβjendoles/
previéndolo	/pɾeˈβjendolo/
previéndolos	/pɾeˈβjendolos/
previene	/pɾeβjene/
previenen	/pɾeβjenen/
previenes	/pɾeβjenes/
previera	/pɾeβjeɾa/
previerais	/pɾeβjeɾais/
previéramos	/pɾeˈβjeɾamos/
previeran	/pɾeβjeɾan/
previeras	/pɾeβjeɾas/
previere	/pɾeβjeɾe/
previereis	/pɾeβjeɾeis/
previéremos	/pɾeˈβjeɾemos/
previeren	/pɾeβjeɾen/
previeres	/pɾeβjeɾes/
previeron	/pɾeβjeɾon/
previese	/pɾeβjese/
previeseis	/pɾeβjeseis/
previésemos	/pɾeˈβjesemos/
previesen	/pɾeβjesen/
previeses	/pɾeβjeses/
previmos	/pɾeβimos/
previne	/pɾeβine/
previniendo	/pɾeβinjendo/
previniéndola	/pɾeβinˈjendola/
previniéndolas	/pɾeβinˈjendolas/
previniéndole	/pɾeβinˈjendole/
previniéndoles	/pɾeβinˈjendoles/
previniéndolo	/pɾeβinˈjendolo/
previniéndolos	/pɾeβinˈjendolos/
previniéndome	/pɾeβinˈjendome/
previniéndonos	/pɾeβinˈjendonos/
previniéndoos	/pɾeβinˈjendoos/
previniéndose	/pɾeβinˈjendose/
previniéndote	/pɾeβinˈjendote/
previniera	/pɾeβinjeɾa/
previnierais	/pɾeβinjeɾais/
previniéramos	/pɾeβinˈjeɾamos/
previnieran	/pɾeβinjeɾan/
previnieras	/pɾeβinjeɾas/
previniere	/pɾeβinjeɾe/
previniereis	/pɾeβinjeɾeis/
previniéremos	/pɾeβinˈjeɾemos/
previnieren	/pɾeβinjeɾen/
previnieres	/pɾeβinjeɾes/
previnieron	/pɾeβinjeɾon/
previniese	/pɾeβinjese/
previnieseis	/pɾeβinjeseis/
previniésemos	/pɾeβinˈjesemos/
previniesen	/pɾeβinjesen/
previnieses	/pɾeβinjeses/
previnimos	/pɾeβinimos/
previniste	/pɾeβiniste/
previnisteis	/pɾeβinisteis/
previno	/pɾeβino/
previó	/pɾeˈβjo/
previo	/pɾeβjo/
previos	/pɾeβjos/
previsibilidad	/pɾeβisiβiliðað/
previsibilidades	/pɾeβisiβiliðaðes/
previsible	/pɾeβisiβle/
previsiblemente	/pɾeβisiβlemente/
previsibles	/pɾeβisiβles/
previsión	/pɾeβiˈsjon/
previsiones	/pɾeβisjones/
previsor	/pɾeβisoɾ/
previsora	/pɾeβisoɾa/
previsoras	/pɾeβisoɾas/
previsores	/pɾeβisoɾes/
prevista	/pɾeβista/
previstas	/pɾeβistas/
previste	/pɾeβiste/
previsteis	/pɾeβisteis/
previsto	/pɾeβisto/
previstos	/pɾeβistos/
prevo	/pɾeβo/
priado	/pɾjaðo/
priados	/pɾjaðos/
priapismo	/pɾjapizmo/
priapismos	/pɾjapizmos/
priego	/pɾjeɣo/
priegos	/pɾjeɣos/
priesa	/pɾjesa/
priesas	/pɾjesas/
prieta	/pɾjeta/
prietamente	/pɾjetamente/
prietas	/pɾjetas/
prieto	/pɾjeto/
prietos	/pɾjetos/
prima	/pɾima/
primaba	/pɾimaβa/
primabais	/pɾimaβais/
primábamos	/pɾiˈmaβamos/
primaban	/pɾimaβan/
primabas	/pɾimaβas/
primacía	/pɾimaˈsia/
primacías	/pɾimaˈsias/
primad	/pɾimað/
primada	/pɾimaða/
primadas	/pɾimaðas/
primado	/pɾimaðo/
primados	/pɾimaðos/
primáis	/pɾiˈmais/
primala	/pɾimala/
primalas	/pɾimalas/
primamos	/pɾimamos/
priman	/pɾiman/
primando	/pɾimando/
primar	/pɾimaɾ/
primará	/pɾimaˈɾa/
primara	/pɾimaɾa/
primarais	/pɾimaɾais/
primáramos	/pɾiˈmaɾamos/
primarán	/pɾimaˈɾan/
primaran	/pɾimaɾan/
primarás	/pɾimaˈɾas/
primaras	/pɾimaɾas/
primaré	/pɾimaˈɾe/
primare	/pɾimaɾe/
primaréis	/pɾimaˈɾeis/
primareis	/pɾimaɾeis/
primáremos	/pɾiˈmaɾemos/
primaremos	/pɾimaɾemos/
primaren	/pɾimaɾen/
primares	/pɾimaɾes/
primaría	/pɾimaˈɾia/
primaria	/pɾimaɾja/
primaríais	/pɾimaˈɾiais/
primariamente	/pɾimaɾjamente/
primaríamos	/pɾimaˈɾiamos/
primarían	/pɾimaˈɾian/
primarías	/pɾimaˈɾias/
primarias	/pɾimaɾjas/
primario	/pɾimaɾjo/
primarios	/pɾimaɾjos/
primaron	/pɾimaɾon/
primas	/pɾimas/
primase	/pɾimase/
primaseis	/pɾimaseis/
primásemos	/pɾiˈmasemos/
primasen	/pɾimasen/
primases	/pɾimases/
primaste	/pɾimaste/
primasteis	/pɾimasteis/
primate	/pɾimate/
primates	/pɾimates/
primavera	/pɾimaβeɾa/
primaveral	/pɾimaβeɾal/
primaverales	/pɾimaβeɾales/
primaveras	/pɾimaβeɾas/
primazgo	/pɾimasɣo/
primazgos	/pɾimasɣos/
primé	/pɾiˈme/
prime	/pɾime/
primea	/pɾimea/
primeaba	/pɾimeaβa/
primeabais	/pɾimeaβais/
primeábamos	/pɾimeˈaβamos/
primeaban	/pɾimeaβan/
primeabas	/pɾimeaβas/
primead	/pɾimeað/
primeada	/pɾimeaða/
primeadas	/pɾimeaðas/
primeado	/pɾimeaðo/
primeados	/pɾimeaðos/
primeáis	/pɾimeˈais/
primeamos	/pɾimeamos/
primean	/pɾimean/
primeando	/pɾimeando/
primeándome	/pɾimeˈandome/
primeándonos	/pɾimeˈandonos/
primeándoos	/pɾimeˈandoos/
primeándose	/pɾimeˈandose/
primeándote	/pɾimeˈandote/
primear	/pɾimeaɾ/
primeará	/pɾimeaˈɾa/
primeara	/pɾimeaɾa/
primearais	/pɾimeaɾais/
primeáramos	/pɾimeˈaɾamos/
primearán	/pɾimeaˈɾan/
primearan	/pɾimeaɾan/
primearás	/pɾimeaˈɾas/
primearas	/pɾimeaɾas/
primearé	/pɾimeaˈɾe/
primeare	/pɾimeaɾe/
primearéis	/pɾimeaˈɾeis/
primeareis	/pɾimeaɾeis/
primeáremos	/pɾimeˈaɾemos/
primearemos	/pɾimeaɾemos/
primearen	/pɾimeaɾen/
primeares	/pɾimeaɾes/
primearía	/pɾimeaˈɾia/
primearíais	/pɾimeaˈɾiais/
primearíamos	/pɾimeaˈɾiamos/
primearían	/pɾimeaˈɾian/
primearías	/pɾimeaˈɾias/
primearme	/pɾimeaɾme/
primearnos	/pɾimeaɾnos/
primearon	/pɾimeaɾon/
primearos	/pɾimeaɾos/
primearse	/pɾimeaɾse/
primearte	/pɾimeaɾte/
primeas	/pɾimeas/
primease	/pɾimease/
primeaseis	/pɾimeaseis/
primeásemos	/pɾimeˈasemos/
primeasen	/pɾimeasen/
primeases	/pɾimeases/
primeaste	/pɾimeaste/
primeasteis	/pɾimeasteis/
primeé	/pɾimeˈe/
primee	/pɾimee/
primeéis	/pɾimeˈeis/
primeemos	/pɾimeemos/
primeen	/pɾimeen/
primees	/pɾimees/
priméis	/pɾiˈmeis/
primemos	/pɾimemos/
primen	/pɾimen/
primeó	/pɾimeˈo/
primeo	/pɾimeo/
primer	/pɾimeɾ/
primera	/pɾimeɾa/
primeramente	/pɾimeɾamente/
primeras	/pɾimeɾas/
primeridad	/pɾimeɾiðað/
primeriza	/pɾimeɾisa/
primerizas	/pɾimeɾisas/
primerizo	/pɾimeɾiso/
primerizos	/pɾimeɾisos/
primero	/pɾimeɾo/
primeros	/pɾimeɾos/
primes	/pɾimes/
primeva	/pɾimeβa/
primevas	/pɾimeβas/
primevo	/pɾimeβo/
primevos	/pɾimeβos/
primiceria	/pɾimiseɾja/
primicerias	/pɾimiseɾjas/
primicerio	/pɾimiseɾjo/
primicerios	/pɾimiseɾjos/
primichón	/pɾimiˈtʃon/
primichones	/pɾimitʃones/
primicia	/pɾimisja/
primicias	/pɾimisjas/
primiclerio	/pɾimikleɾjo/
primiclerios	/pɾimikleɾjos/
primigenia	/pɾimixenja/
primigenias	/pɾimixenjas/
primigenio	/pɾimixenjo/
primigenios	/pɾimixenjos/
primilla	/pɾimiʎa/
primillas	/pɾimiʎas/
primípara	/pɾiˈmipaɾa/
primíparas	/pɾiˈmipaɾas/
primitiva	/pɾimitiβa/
primitivamente	/pɾimitiβamente/
primitivas	/pɾimitiβas/
primitivo	/pɾimitiβo/
primitivos	/pɾimitiβos/
primó	/pɾiˈmo/
primo	/pɾimo/
primogénita	/pɾimoˈxenita/
primogénitas	/pɾimoˈxenitas/
primogénito	/pɾimoˈxenito/
primogénitos	/pɾimoˈxenitos/
primogenitura	/pɾimoxenituɾa/
primogenituras	/pɾimoxenituɾas/
primor	/pɾimoɾ/
primordial	/pɾimoɾðjal/
primordiales	/pɾimoɾðjales/
primordialmente	/pɾimoɾðjalmente/
primorea	/pɾimoɾea/
primoreaba	/pɾimoɾeaβa/
primoreabais	/pɾimoɾeaβais/
primoreábamos	/pɾimoɾeˈaβamos/
primoreaban	/pɾimoɾeaβan/
primoreabas	/pɾimoɾeaβas/
primoread	/pɾimoɾeað/
primoreada	/pɾimoɾeaða/
primoreadas	/pɾimoɾeaðas/
primoreado	/pɾimoɾeaðo/
primoreados	/pɾimoɾeaðos/
primoreáis	/pɾimoɾeˈais/
primoreamos	/pɾimoɾeamos/
primorean	/pɾimoɾean/
primoreando	/pɾimoɾeando/
primorear	/pɾimoɾeaɾ/
primoreará	/pɾimoɾeaˈɾa/
primoreara	/pɾimoɾeaɾa/
primorearais	/pɾimoɾeaɾais/
primoreáramos	/pɾimoɾeˈaɾamos/
primorearán	/pɾimoɾeaˈɾan/
primorearan	/pɾimoɾeaɾan/
primorearás	/pɾimoɾeaˈɾas/
primorearas	/pɾimoɾeaɾas/
primorearé	/pɾimoɾeaˈɾe/
primoreare	/pɾimoɾeaɾe/
primorearéis	/pɾimoɾeaˈɾeis/
primoreareis	/pɾimoɾeaɾeis/
primoreáremos	/pɾimoɾeˈaɾemos/
primorearemos	/pɾimoɾeaɾemos/
primorearen	/pɾimoɾeaɾen/
primoreares	/pɾimoɾeaɾes/
primorearía	/pɾimoɾeaˈɾia/
primorearíais	/pɾimoɾeaˈɾiais/
primorearíamos	/pɾimoɾeaˈɾiamos/
primorearían	/pɾimoɾeaˈɾian/
primorearías	/pɾimoɾeaˈɾias/
primorearon	/pɾimoɾeaɾon/
primoreas	/pɾimoɾeas/
primorease	/pɾimoɾease/
primoreaseis	/pɾimoɾeaseis/
primoreásemos	/pɾimoɾeˈasemos/
primoreasen	/pɾimoɾeasen/
primoreases	/pɾimoɾeases/
primoreaste	/pɾimoɾeaste/
primoreasteis	/pɾimoɾeasteis/
primoreé	/pɾimoɾeˈe/
primoree	/pɾimoɾee/
primoreéis	/pɾimoɾeˈeis/
primoreemos	/pɾimoɾeemos/
primoreen	/pɾimoɾeen/
primorees	/pɾimoɾees/
primoreó	/pɾimoɾeˈo/
primoreo	/pɾimoɾeo/
primores	/pɾimoɾes/
primorosa	/pɾimoɾosa/
primorosamente	/pɾimoɾosamente/
primorosas	/pɾimoɾosas/
primoroso	/pɾimoɾoso/
primorosos	/pɾimoɾosos/
primos	/pɾimos/
prímula	/ˈpɾimula/
prímulas	/ˈpɾimulas/
princesa	/pɾinsesa/
princesas	/pɾinsesas/
principado	/pɾinsipaðo/
principados	/pɾinsipaðos/
principal	/pɾinsipal/
principales	/pɾinsipales/
principalía	/pɾinsipaˈlia/
principalías	/pɾinsipaˈlias/
principalidad	/pɾinsipaliðað/
principalmente	/pɾinsipalmente/
principante	/pɾinsipante/
principantes	/pɾinsipantes/
príncipe	/ˈpɾinsipe/
principela	/pɾinsipela/
principelas	/pɾinsipelas/
príncipes	/ˈpɾinsipes/
principesca	/pɾinsipeska/
principescas	/pɾinsipeskas/
principesco	/pɾinsipesko/
principescos	/pɾinsipeskos/
principia	/pɾinsipja/
principiaba	/pɾinsipjaβa/
principiabais	/pɾinsipjaβais/
principiábamos	/pɾinsiˈpjaβamos/
principiaban	/pɾinsipjaβan/
principiabas	/pɾinsipjaβas/
principiad	/pɾinsipjað/
principiada	/pɾinsipjaða/
principiadas	/pɾinsipjaðas/
principiado	/pɾinsipjaðo/
principiador	/pɾinsipjaðoɾ/
principiadora	/pɾinsipjaðoɾa/
principiadoras	/pɾinsipjaðoɾas/
principiadores	/pɾinsipjaðoɾes/
principiados	/pɾinsipjaðos/
principiáis	/pɾinsiˈpjais/
principiamos	/pɾinsipjamos/
principian	/pɾinsipjan/
principiando	/pɾinsipjando/
principiándola	/pɾinsiˈpjandola/
principiándolas	/pɾinsiˈpjandolas/
principiándole	/pɾinsiˈpjandole/
principiándoles	/pɾinsiˈpjandoles/
principiándolo	/pɾinsiˈpjandolo/
principiándolos	/pɾinsiˈpjandolos/
principianta	/pɾinsipjanta/
principiantas	/pɾinsipjantas/
principiante	/pɾinsipjante/
principiantes	/pɾinsipjantes/
principiar	/pɾinsipjaɾ/
principiará	/pɾinsipjaˈɾa/
principiara	/pɾinsipjaɾa/
principiarais	/pɾinsipjaɾais/
principiáramos	/pɾinsiˈpjaɾamos/
principiarán	/pɾinsipjaˈɾan/
principiaran	/pɾinsipjaɾan/
principiarás	/pɾinsipjaˈɾas/
principiaras	/pɾinsipjaɾas/
principiaré	/pɾinsipjaˈɾe/
principiare	/pɾinsipjaɾe/
principiaréis	/pɾinsipjaˈɾeis/
principiareis	/pɾinsipjaɾeis/
principiáremos	/pɾinsiˈpjaɾemos/
principiaremos	/pɾinsipjaɾemos/
principiaren	/pɾinsipjaɾen/
principiares	/pɾinsipjaɾes/
principiaría	/pɾinsipjaˈɾia/
principiaríais	/pɾinsipjaˈɾiais/
principiaríamos	/pɾinsipjaˈɾiamos/
principiarían	/pɾinsipjaˈɾian/
principiarías	/pɾinsipjaˈɾias/
principiarla	/pɾinsipjaɾla/
principiarlas	/pɾinsipjaɾlas/
principiarle	/pɾinsipjaɾle/
principiarles	/pɾinsipjaɾles/
principiarlo	/pɾinsipjaɾlo/
principiarlos	/pɾinsipjaɾlos/
principiaron	/pɾinsipjaɾon/
principias	/pɾinsipjas/
principiase	/pɾinsipjase/
principiaseis	/pɾinsipjaseis/
principiásemos	/pɾinsiˈpjasemos/
principiasen	/pɾinsipjasen/
principiases	/pɾinsipjases/
principiaste	/pɾinsipjaste/
principiasteis	/pɾinsipjasteis/
principié	/pɾinsiˈpje/
principie	/pɾinsipje/
principiéis	/pɾinsiˈpjeis/
principiemos	/pɾinsipjemos/
principien	/pɾinsipjen/
principies	/pɾinsipjes/
principió	/pɾinsiˈpjo/
principio	/pɾinsipjo/
principios	/pɾinsipjos/
principote	/pɾinsipote/
principotes	/pɾinsipotes/
pringa	/pɾiŋga/
pringaba	/pɾiŋgaβa/
pringabais	/pɾiŋgaβais/
pringábamos	/pɾiˈŋgaβamos/
pringaban	/pɾiŋgaβan/
pringabas	/pɾiŋgaβas/
pringad	/pɾiŋgað/
pringada	/pɾiŋgaða/
pringadas	/pɾiŋgaðas/
pringado	/pɾiŋgaðo/
pringados	/pɾiŋgaðos/
pringáis	/pɾiˈŋgais/
pringamos	/pɾiŋgamos/
pringamoza	/pɾiŋgamosa/
pringamozas	/pɾiŋgamosas/
pringan	/pɾiŋgan/
pringando	/pɾiŋgando/
pringar	/pɾiŋgaɾ/
pringará	/pɾiŋgaˈɾa/
pringara	/pɾiŋgaɾa/
pringarais	/pɾiŋgaɾais/
pringáramos	/pɾiˈŋgaɾamos/
pringarán	/pɾiŋgaˈɾan/
pringaran	/pɾiŋgaɾan/
pringarás	/pɾiŋgaˈɾas/
pringaras	/pɾiŋgaɾas/
pringaré	/pɾiŋgaˈɾe/
pringare	/pɾiŋgaɾe/
pringaréis	/pɾiŋgaˈɾeis/
pringareis	/pɾiŋgaɾeis/
pringáremos	/pɾiˈŋgaɾemos/
pringaremos	/pɾiŋgaɾemos/
pringaren	/pɾiŋgaɾen/
pringares	/pɾiŋgaɾes/
pringaría	/pɾiŋgaˈɾia/
pringaríais	/pɾiŋgaˈɾiais/
pringaríamos	/pɾiŋgaˈɾiamos/
pringarían	/pɾiŋgaˈɾian/
pringarías	/pɾiŋgaˈɾias/
pringaron	/pɾiŋgaɾon/
pringas	/pɾiŋgas/
pringase	/pɾiŋgase/
pringaseis	/pɾiŋgaseis/
pringásemos	/pɾiˈŋgasemos/
pringasen	/pɾiŋgasen/
pringases	/pɾiŋgases/
pringaste	/pɾiŋgaste/
pringasteis	/pɾiŋgasteis/
pringó	/pɾiˈŋgo/
pringo	/pɾiŋgo/
pringón	/pɾiˈŋgon/
pringones	/pɾiŋgones/
pringosa	/pɾiŋgosa/
pringosas	/pɾiŋgosas/
pringoso	/pɾiŋgoso/
pringosos	/pɾiŋgosos/
pringote	/pɾiŋgote/
pringotes	/pɾiŋgotes/
pringué	/pɾiˈŋge/
pringue	/pɾiŋge/
pringuéis	/pɾiˈŋgeis/
pringuemos	/pɾiŋgemos/
pringuen	/pɾiŋgen/
pringues	/pɾiŋges/
prionodonte	/pɾjonoðonte/
prionodontes	/pɾjonoðontes/
prior	/pɾjoɾ/
priorato	/pɾjoɾato/
prioratos	/pɾjoɾatos/
priorazgo	/pɾjoɾasɣo/
priorazgos	/pɾjoɾasɣos/
priores	/pɾjoɾes/
priori	/pɾjoɾi/
prioridad	/pɾjoɾiðað/
prioridades	/pɾjoɾiðaðes/
prioritaria	/pɾjoɾitaɾja/
prioritariamente	/pɾjoɾitaɾjamente/
prioritarias	/pɾjoɾitaɾjas/
prioritario	/pɾjoɾitaɾjo/
prioritarios	/pɾjoɾitaɾjos/
prioste	/pɾjoste/
priostes	/pɾjostes/
prisa	/pɾisa/
prisas	/pɾisas/
prisciliana	/pɾissiljana/
priscilianas	/pɾissiljanas/
priscilianismo	/pɾissiljanizmo/
priscilianismos	/pɾissiljanizmos/
priscilianista	/pɾissiljanista/
priscilianistas	/pɾissiljanistas/
prisciliano	/pɾissiljano/
priscilianos	/pɾissiljanos/
prisco	/pɾisko/
priscos	/pɾiskos/
prisión	/pɾiˈsjon/
prisionera	/pɾisjoneɾa/
prisioneras	/pɾisjoneɾas/
prisionero	/pɾisjoneɾo/
prisioneros	/pɾisjoneɾos/
prisiones	/pɾisjones/
prisma	/pɾizma/
prismas	/pɾizmas/
prismática	/pɾiˈzmatika/
prismáticas	/pɾiˈzmatikas/
prismático	/pɾiˈzmatiko/
prismáticos	/pɾiˈzmatikos/
priste	/pɾiste/
pristes	/pɾistes/
prístina	/ˈpɾistina/
prístinas	/ˈpɾistinas/
prístino	/ˈpɾistino/
prístinos	/ˈpɾistinos/
prisuelo	/pɾiswelo/
prisuelos	/pɾiswelos/
priva	/pɾiβa/
privaba	/pɾiβaβa/
privabais	/pɾiβaβais/
privábamos	/pɾiˈβaβamos/
privaban	/pɾiβaβan/
privabas	/pɾiβaβas/
privación	/pɾiβaˈsjon/
privaciones	/pɾiβasjones/
privad	/pɾiβað/
privada	/pɾiβaða/
privadas	/pɾiβaðas/
privadero	/pɾiβaðeɾo/
privaderos	/pɾiβaðeɾos/
privado	/pɾiβaðo/
privados	/pɾiβaðos/
priváis	/pɾiˈβais/
privamos	/pɾiβamos/
privan	/pɾiβan/
privando	/pɾiβando/
privándola	/pɾiˈβandola/
privándolas	/pɾiˈβandolas/
privándole	/pɾiˈβandole/
privándoles	/pɾiˈβandoles/
privándolo	/pɾiˈβandolo/
privándolos	/pɾiˈβandolos/
privándome	/pɾiˈβandome/
privándonos	/pɾiˈβandonos/
privándoos	/pɾiˈβandoos/
privándose	/pɾiˈβandose/
privándote	/pɾiˈβandote/
privanza	/pɾiβansa/
privanzas	/pɾiβansas/
privar	/pɾiβaɾ/
privará	/pɾiβaˈɾa/
privara	/pɾiβaɾa/
privarais	/pɾiβaɾais/
priváramos	/pɾiˈβaɾamos/
privarán	/pɾiβaˈɾan/
privaran	/pɾiβaɾan/
privarás	/pɾiβaˈɾas/
privaras	/pɾiβaɾas/
privaré	/pɾiβaˈɾe/
privare	/pɾiβaɾe/
privaréis	/pɾiβaˈɾeis/
privareis	/pɾiβaɾeis/
priváremos	/pɾiˈβaɾemos/
privaremos	/pɾiβaɾemos/
privaren	/pɾiβaɾen/
privares	/pɾiβaɾes/
privaría	/pɾiβaˈɾia/
privaríais	/pɾiβaˈɾiais/
privaríamos	/pɾiβaˈɾiamos/
privarían	/pɾiβaˈɾian/
privarías	/pɾiβaˈɾias/
privarla	/pɾiβaɾla/
privarlas	/pɾiβaɾlas/
privarle	/pɾiβaɾle/
privarles	/pɾiβaɾles/
privarlo	/pɾiβaɾlo/
privarlos	/pɾiβaɾlos/
privarme	/pɾiβaɾme/
privarnos	/pɾiβaɾnos/
privaron	/pɾiβaɾon/
privaros	/pɾiβaɾos/
privarse	/pɾiβaɾse/
privarte	/pɾiβaɾte/
privas	/pɾiβas/
privase	/pɾiβase/
privaseis	/pɾiβaseis/
privásemos	/pɾiˈβasemos/
privasen	/pɾiβasen/
privases	/pɾiβases/
privaste	/pɾiβaste/
privasteis	/pɾiβasteis/
privaticé	/pɾiβatiˈse/
privatice	/pɾiβatise/
privaticéis	/pɾiβatiˈseis/
privaticemos	/pɾiβatisemos/
privaticen	/pɾiβatisen/
privatices	/pɾiβatises/
privativa	/pɾiβatiβa/
privativamente	/pɾiβatiβamente/
privativas	/pɾiβatiβas/
privativo	/pɾiβatiβo/
privativos	/pɾiβatiβos/
privatiza	/pɾiβatisa/
privatizaba	/pɾiβatisaβa/
privatizabais	/pɾiβatisaβais/
privatizábamos	/pɾiβatiˈsaβamos/
privatizaban	/pɾiβatisaβan/
privatizabas	/pɾiβatisaβas/
privatización	/pɾiβatisaˈsjon/
privatizaciones	/pɾiβatisasjones/
privatizad	/pɾiβatisað/
privatizada	/pɾiβatisaða/
privatizadas	/pɾiβatisaðas/
privatizado	/pɾiβatisaðo/
privatizados	/pɾiβatisaðos/
privatizáis	/pɾiβatiˈsais/
privatizamos	/pɾiβatisamos/
privatizan	/pɾiβatisan/
privatizando	/pɾiβatisando/
privatizándola	/pɾiβatiˈsandola/
privatizándolas	/pɾiβatiˈsandolas/
privatizándole	/pɾiβatiˈsandole/
privatizándoles	/pɾiβatiˈsandoles/
privatizándolo	/pɾiβatiˈsandolo/
privatizándolos	/pɾiβatiˈsandolos/
privatizar	/pɾiβatisaɾ/
privatizará	/pɾiβatisaˈɾa/
privatizara	/pɾiβatisaɾa/
privatizarais	/pɾiβatisaɾais/
privatizáramos	/pɾiβatiˈsaɾamos/
privatizarán	/pɾiβatisaˈɾan/
privatizaran	/pɾiβatisaɾan/
privatizarás	/pɾiβatisaˈɾas/
privatizaras	/pɾiβatisaɾas/
privatizaré	/pɾiβatisaˈɾe/
privatizare	/pɾiβatisaɾe/
privatizaréis	/pɾiβatisaˈɾeis/
privatizareis	/pɾiβatisaɾeis/
privatizáremos	/pɾiβatiˈsaɾemos/
privatizaremos	/pɾiβatisaɾemos/
privatizaren	/pɾiβatisaɾen/
privatizares	/pɾiβatisaɾes/
privatizaría	/pɾiβatisaˈɾia/
privatizaríais	/pɾiβatisaˈɾiais/
privatizaríamos	/pɾiβatisaˈɾiamos/
privatizarían	/pɾiβatisaˈɾian/
privatizarías	/pɾiβatisaˈɾias/
privatizarla	/pɾiβatisaɾla/
privatizarlas	/pɾiβatisaɾlas/
privatizarle	/pɾiβatisaɾle/
privatizarles	/pɾiβatisaɾles/
privatizarlo	/pɾiβatisaɾlo/
privatizarlos	/pɾiβatisaɾlos/
privatizaron	/pɾiβatisaɾon/
privatizas	/pɾiβatisas/
privatizase	/pɾiβatisase/
privatizaseis	/pɾiβatisaseis/
privatizásemos	/pɾiβatiˈsasemos/
privatizasen	/pɾiβatisasen/
privatizases	/pɾiβatisases/
privatizaste	/pɾiβatisaste/
privatizasteis	/pɾiβatisasteis/
privatizó	/pɾiβatiˈso/
privatizo	/pɾiβatiso/
privé	/pɾiˈβe/
prive	/pɾiβe/
privéis	/pɾiˈβeis/
privemos	/pɾiβemos/
priven	/pɾiβen/
prives	/pɾiβes/
privilegia	/pɾiβilexja/
privilegiaba	/pɾiβilexjaβa/
privilegiabais	/pɾiβilexjaβais/
privilegiábamos	/pɾiβileˈxjaβamos/
privilegiaban	/pɾiβilexjaβan/
privilegiabas	/pɾiβilexjaβas/
privilegiad	/pɾiβilexjað/
privilegiada	/pɾiβilexjaða/
privilegiadas	/pɾiβilexjaðas/
privilegiado	/pɾiβilexjaðo/
privilegiados	/pɾiβilexjaðos/
privilegiáis	/pɾiβileˈxjais/
privilegiamos	/pɾiβilexjamos/
privilegian	/pɾiβilexjan/
privilegiando	/pɾiβilexjando/
privilegiar	/pɾiβilexjaɾ/
privilegiará	/pɾiβilexjaˈɾa/
privilegiara	/pɾiβilexjaɾa/
privilegiarais	/pɾiβilexjaɾais/
privilegiáramos	/pɾiβileˈxjaɾamos/
privilegiarán	/pɾiβilexjaˈɾan/
privilegiaran	/pɾiβilexjaɾan/
privilegiarás	/pɾiβilexjaˈɾas/
privilegiaras	/pɾiβilexjaɾas/
privilegiaré	/pɾiβilexjaˈɾe/
privilegiare	/pɾiβilexjaɾe/
privilegiaréis	/pɾiβilexjaˈɾeis/
privilegiareis	/pɾiβilexjaɾeis/
privilegiáremos	/pɾiβileˈxjaɾemos/
privilegiaremos	/pɾiβilexjaɾemos/
privilegiaren	/pɾiβilexjaɾen/
privilegiares	/pɾiβilexjaɾes/
privilegiaría	/pɾiβilexjaˈɾia/
privilegiaríais	/pɾiβilexjaˈɾiais/
privilegiaríamos	/pɾiβilexjaˈɾiamos/
privilegiarían	/pɾiβilexjaˈɾian/
privilegiarías	/pɾiβilexjaˈɾias/
privilegiaron	/pɾiβilexjaɾon/
privilegias	/pɾiβilexjas/
privilegiase	/pɾiβilexjase/
